_t4 		what would you like ? 
_t4 		that's like when when you drink motrin or tylenol and it spills and it gets very sticky . 
_t4 		it's so she wants to take a bath . 
_t4 		ah because she's all sticky . 
_t4 		she'll ask you for some bubbles . 
_t4 		that pig wants to have a bath with bubbles . 
_t4 		when you give her the bubbles she'll probably ask you for a toy . 
_t4 		you'll have_to find your rubber duck . 
_t4 		that girl is finding the rubber duck to give it to the pig who's taking a bath with bubbles in the bath tub . 
_t4 		the duck will remind her of the farm where she was born she might feel homesick and want to visit her family she want you to come too she look through your closet for a suitcase . 
_t4 		then she'll look under your bed when she's under the bed she'll find your old tap shoes . 
_t4 		she'll try them on she'll probably need something special to wear them with that pig is making a mess . 
_t4 		that pig is really making a mess .
_t4 		when she's all dressed she'll ask for some music . 
_t4 		you'll play your very best piano piece and she'll starts dancing .
_t4 		then she wants you to take her pi(c)ture . 
_t4 		otherwise known as a picture . 
_t4 		look at that dancing pig . 
_t4 		so you'll have_to get your camera . 
_t4 		and she sees the picture she'll ask you to take more she wants to send one to each of her friends she wants all those photographs . 
_t4 		you have_to give her some envelopes and stamps . 
_t4 		on the way and take her to the mail box . 
_t4 		oh they're going with a wheelbarrow full of mail to the mailbox . 
_t4 		on the way she'll see a tree in your back yard she'll want to build a tree house  . 
_t4 		a tree house is a house up in the trees . 
_t4 		so you'll have_to .
_t4 		get her some woods a hammer and nails .
_t4 		there's a hammer and nails and there's lots_of wood here . 
_t4 		when the tree house is finished . 
_t4 		she want to decorate it look the pig built a tree house .
_t4 		she'll ask for a wall paper and glue . 
_t4 		when she hangs the wall paper she'll get all sticky . 
_t4 		feeling sticky will remind her of your favorite maple syrup she'll probably ask for some . 
_t4 		and chances are if she ask you for some syrup she'll want a pancake to go with it  . 
_t4 		shh     that pig made a big mess she wanted all kinds of things .
_t4 		yeah you gonna memorize this one .
_t4 		there's the pig . 
_t4 		she's just strolling by .
_t4 		if you give a pig a pancake . 
_t4 		here piggy . 
_t4 		she wants some maple syrup to go with it . 
_t4 		you'll give her some of your favorite maple syrup . 
_t4 		she'll probably get . 
_t4 		sticky . 
_t4 		that pig is getting sticky with the syrup . 
_t4 		what's gonna happen next . 
_t4 		she want .
_t4 		she want to take a .
_t4 		yeah .
_t4 		oh and what kind of bath does she want ? 
_t4 		yes I think she wants the bubble bath .
_t4 		and she wants something to play with what does she wanna [: want to] play with .
_t4 		yes I think she wants the rubber ducky .
_t4 		yeah she has one and she got a nice cozy blue towel .
_t4 		yes . 
_t4 		that duck is in the towel over there too . 
_t4 		the pig is looking for some clothes I think making a mess throwing the clothes everywhere . 
_t4 		she's dancing .
_t4 		and she's making the chair go up in the air .
_t4 		she wants to sit and nurse . 
_t4 		who wants to nurse . 
_t4 		that's the other book .
_t4 		that's the Amelia Bedelia book . 
_t4 		what else did you get here ?
_t4 		hello toes hello feet . 
_t4 		hey that looks like a good book . 
_t4 		alright let's keep reading the pig book .
_t4 		the chair is going up in the air .
_t4 		that pig is dancing on a tight rope it looks like . 
_t4 		ah standing on the sofa . 
_t4 		yes she's holding a photograph . 
_t4 		you have_to get her some envelopes and stamps . 
_t4 		oh now she's gonna build a house . 
_t4 		a tree house .
_t4 		oh there she is she's in the tree house . 
_t4 		what's that pig doing ? 
_t4 		what's that pig doing ? 
_t4 		looks like she's yelling doesn't it look like she's shouting . 
_t4 		she wants to hear one book more  . 
_t4 		like the dinosaur in the dinosaur book .
_t4 		xxx that's very more true . 
_t4 		I bet she does .
_t4 		she's using some glue on a brush . 
_t4 		and it's all sticky and it reminds her of the maple syrup . 
_t4 		she wants paper and notes to glue together . 
_t4 		what she gonna glue on the notes ?
_t4 		ah she's gonna glue paint . 
_t4 		may be she's gonna [: going to ] glue hearts on the notes like you did when you made valentines .
_t4 		she's gonna to squeeze what's she gonna squeeze ? 
_t4 		squeeze the glue  the bottle of glue .
_t4 		she's gonna do what to her finger ? 
_t4 		spray the glue with her finger . 
_t4 		and she's gonna pad it after she's glued it so that will sticks .
_t4 		just like you did when you made your valentines .
_t4 		that pig is gonna make a heart . 
_t4 		maybe her Mommy's gonna cut hearts out of paper to give them to her to glue on the notes  .
_t4 		you gave a valentine to  today didn't you ? 
_t4 		the pig is seems to be flying in the air in that picture the little girl is gonna to catch her . 
_t4 		jump .
_t4 		I think the pig is hugging that girl .
_t4 		oh we did .
_t4 		oh I think you're right . 
_t4 		here's the last page . 
_t4 		she wants a pancake to go with it . 
_t4 		mmmm+hmmm .
_t4 		hmmm what's happening in .
_t4 		the little girl is leaping .
_t4 		I think she's leaping . 
_t4 		the pig seems to be dancing .
_t4 		and the little girl is playing piano . 
_t4 		she's jumping up the stairs .
_t4 		oh she's gon(na) [: going to] she's gonna have a bath there .
_t4 		what is what's going on there ? 
_t4 		looks like there's a big mess I think that pig's making a mess . 
_t4 		oh that's that book I don't like that book I don't get what this is about Amelia Bedelia  . 
_t4 		ah Amelia Bedelia . 
_t4 		Olly he's my nephew Olly is our catcher . 
_t4 		what does he catch asked Mr Rogers . 
_t4 		everything said Amelia Bedelia  I see it's puns .
_t4 		ah: .
_t4 		her name is Amelia Bedelia . 
_t4 		and she has a cat . 
_t4 		that's her friend . 
_t4 		xxx yawn Mommy's yawning do you know how to yawn ? 
_t4 		how do you yawn when you yawn ? 
_t4 		Mommy .
_t4 		no you don't wanna show me how you yawn .
_t4 		well . 
_t4 		did you have enough supper did you want more to eat ?
_t4 		that's  . 
_t4 		that's Olly .
_t4 		his name is Olly . 
_t4 		okay this is the stairway where's that pig anyway . 
_t4 		oh there she is she's dressed in a sweater and a scarf and shoes .
_t4 		she's gonna go somewhere you're probably right . 
_t4 		now she's dancing and she's dancing so hard stumping that all the furniture is going up in the air . 
_t4 		furniture means sofas and chairs and . 
_t4 		tables and stuff like that .
_t4 		she's sitting on the sofa . 
_t4 		and she's having her picture taken . 
_t4 		yeah she's stamping envelopes and then she's taking them to the post office in a what ? 
_t4 		mmmm+hmmm .
_t4 		yeah that's a pretty silly picture .
_t4 		she's in the tree house but she's jumping out of the tree house that's a big tree house . 
_t4 		that's a house that she built up on a tree . 
_t4 		she's getting sticky .
_t4 		she is getting sticky . 
_t4 		pig . 
_t4 		oh you think the little girl's gonna help to clean her up what's the little girl have in this picture ? 
_t4 		what's she doing ?
_t4 		looks like she's raking up all the letters . 
_t4 		yeah . 
_t4 		oh is that bothering you ? 
_t4 		I think we can finish this for today . 
_t4 		let's take off the microphone . 
_t4 		Mommy's gonna take off the .
_t4 		what's the pig doing ? 
_t4 		that's a very silly pig if you ask me . 
_t4 		what you saying ? 
_t4 		what fell ? 
_t4 		the door fell ?
_t4 		what door ? 
_t4 		probably we're going to read the goat and the rug book yes I I told you  porridge . 
_t4 		I'm making porridge for my little baby bear cub .
_t4 		you're my little baby bear cub I think that . 
_t4 		the baby bear what ? 
_t4 		what was the baby bear doing ? 
_t4 		break the chair to bits oh+my+goodness .
_t4 		that's what Goldilocks does . 
_t4 		Goldilocks breaks the chair to bits .
_t4 		oh dear . 
_t4 		oh dear . 
_t4 		alright the water is boiling for the .
_t4 		you want the tray back on you have the tray on . 
_t4 		I believe .
_t4 		yes I'm gonna give you the bowl back . 
_t4 		so that you can eat your delicious porridge .
_t4 		yes I'm making the porridge I'm gonna put back on . 
_t4 		it is hot yep [: yes] . 
_t4 		hmmm . 
_t4 		I'm going I'm going to cool it down .
_t4 		today is February twenty+second .
_t4 		the baby bear wants to fix the chair yes .
_t4 		I think we're gonna mix this with some yogurt .
_t4 		oh you want this bowl okay you can have the bunny rabbit bowl let me just put some yogurt in to make it cooler .
_t4 		okay . 
_t4 		mmmm porridge  . 
_t4 		okay this is the last baby yogurt that we have . 
_t4 		this is the last baby yogurt . 
_t4 		baby yogurt and porridge    . 
_t4 		it's a good combination .
_t4 		xxx and this yogurt should've made it cool I'll taste it okay . 
_t4 		I'm gonna check . 
_t4 		that's a hundred scrumptious lumps of porridge is what it is . 
_t4 		it's a hundred scrumptious lumps of porridge and there's a bird at the feeder . 
_t4 		you're having breakfast with the bird . 
_t4 		see  .
_t4 		tweet .
_t4 		tweet .
_t4 		do you want to doink that with something ? 
_t4 		with some wheat okay . 
_t4 		where's the wheat . 
_t4 		here's some wheat . 
_t4 		xxx baby bear wants what ? 
_t4 		you want a broken chair ?
_t4 		oh with the hammer .
_t4 		doink doink a  . 
_t4 		what about with a screwdriver . 
_t4 		with a hammer not a screwdriver . 
_t4 		maybe you could fix it with a wrench . 
_t4 		ah where you know where's your hammer I haven't seen it for a while .
_t4 		that red hammer . 
_t4 		how about a little more yogurt in here .
_t4 		would that help ?
_t4 		there there's more yogurt in there . 
_t4 		oh dear okay . 
_t4 		oh okay . 
_t4 		um you have a green spoon and the yellow spoon . 
_t4 		and here is a green plate and a yellow plate . 
_t4 		we might have_to put more seeds on those bird feeders . 
_t4 		you want plain yogurt in a bowl . 
_t4 		will you eat this yogurt ? 
_t4 		are you gonna mix that porridge ? 
_t4 		oh there's the birds again . 
_t4 		you have a runny nose let's get you a tissue . 
_t4 		you've got two spoons and two bowls . 
_t4 		but you only have one mouth right . 
_t4 		there's only one mouth over there on you . 
_t4 		one mouth two bowls two spoons . 
_t4 		you have one mouth . 
_t4 		you're eating wheat .
_t4 		is it good ? 
_t4 		oh I did say I'll read the goat and the rug didn't I okay . 
_t4 		let's let's alright I'm looking for it where did it go .
_t4 		here it is . 
_t4 		you can see it alright .
_t4 		oh okay I will sit in the chair right here and read it to you .
_t4 		the pig book is going to go over there . 
_t4 		here's goat and the rug . 
_t4 		who do we see in that picture ?
_t4 		Glenmae and the goat .
_t4 		and what's the goat's name ? 
_t4 		what's what's the goat's name ?
_t4 		Geraldine . 
_t4 		mmmm my name is Geraldine look there she is wearing her bell . 
_t4 		wearing her bell and she's who does she have next to her ? 
_t4 		oh sorry . 
_t4 		who does she have next to her ? 
_t4 		who's that person ?
_t4 		Glenmae is over there . 
_t4 		Glenmae is wearing something around her neck . 
_t4 		do you know what it is ? 
_t4 		she's wearing a necklace . 
_t4 		they all have necklaces well the goat is wearing a bell around her neck Glenmae is wearing a necklace around her neck . 
_t4 		mmmm+hmmm .
_t4 		oh what's Glenmae doing here . 
_t4 		she's carrying Geraldine he's a big goat she must be heavy don't you think ? 
_t4 		she must be heavy .
_t4 		she's watching her because she's little  . 
_t4 		what's she watching her do ? 
_t4 		she's sharpening her scissors . 
_t4 		on a machine . 
_t4 		oh there's a gold finch at the bird feeder see the yellow bird . 
_t4 		oh they ran away  they ran away . 
_t4 		yes I'm sorry they did fly away .
_t4 		they did fly away . 
_t4 		yeah and I see some at the .
_t4 		they  eating yes yes I think you're right eating insects on a tree .
_t4 		there are lot of birds this morning .
_t4 		the birds are eating insects ? 
_t4 		these birds are eating our seeds . 
_t4 		there's the gold finch again see it's yellow . 
_t4 		see the yellow bird . 
_t4 		it's black and yellow it's called the gold finch .
_t4 		and that's the chickadee . 
_t4 		oops .
_t4 		are you finished eating ? 
_t4 		because I will .
_t4 		okay . 
_t4 		oh .
_t4 		that goat is naked in that picture .
_t4 		because .
_t4 		why doesn't she have her wool what did Glenmae do ? 
_t4 		yes Glenmae cut her wool that's right that's what she's doing in this picture she's using her scissors to cut the wool and she's up side down isn't she ? 
_t4 		that goat is upside down getting her wool cut .
_t4 		like a hair cut . 
_t4 		except it's a wool cut .
_t4 		xxx getting a wool cut .
_t4 		oh the first thing Glenmae did was chop up roots from my yucca plant . 
_t4 		the roots made a soapy rich lather with when she mixed with water . 
_t4 		that's a mallet it's a little bit like what you use to play drum . 
_t4 		it looks a little bit like a drum stick or a mallet . 
_t4 		did we use a mallet yesterday ? 
_t4 		yeah (re)member those drums they were lollipop drums . 
_t4 		in the music class . 
_t4 		we hit the drums with the sticks     . 
_t4 		there's some interesting bird over there in the tree .
_t4 		what kind of a bird is that ?
_t4 		see that bird over there ? 
_t4 		see that green tree ? 
_t4 		there's a bird in the tree . 
_t4 		yeah . 
_t4 		I don't know what kind of a bird .
_t4 		I can see it very well cause I don't have my glasses on . 
_t4 		hmmm it's hiding in the tree I think . 
_t4 		yeah there it is . 
_t4 		that is a  . 
_t4 		hah it's just hopping around hop hop hop . 
_t4 		there it went to the other tree .
_t4 		oh it's hiding in the other tree . 
_t4 		shall well shall we keep reading the book .
_t4 		really . 
_t4 		let me see . 
_t4 		xxx yes you're right way over there .
_t4 		that was a cardinal bird .
_t4 		yeah the cardinal .
_t4 		xxx there are so many birds today . 
_t4 		you think another big bird wants to go in a little tree ah: . 
_t4 		next to that big tree . 
_t4 		hmmm I don't see that bird it might still be in there  . 
_t4 		it's going to peak peak birdy .
_t4 		he wants to go on the little birdy feather .
_t4 		I think you're done eating aren't you ?
_t4 		we can still read the book even if you're done eating . 
_t4 		alright . 
_t4 		she washed my wool in the suds until it was clean and white .
_t4 		hey your other tooth came down .
_t4 		hey look at those beautiful nothing there yet . 
_t4 		not  that one came through . 
_t4 		and there's that one come down even more . 
_t4 		yeah you have some new teeth don't you . 
_t4 		where are your new teeth ? 
_t4 		yeah you know where they are huh right there . 
_t4 		yeah .
_t4 		that's it that's right that's where it is . 
_t4 		that's the n(ew) that's the new one .
_t4 		all+right I'm sorry let's read the book .
_t4 		what's the what's Geraldine have in her mouth here ? 
_t4 		she's carrying a watering can I think she's helping Glenmae by bringing the water .
_t4 		because Glenmae is trying to wash the wool now .
_t4 		she's washing it with her hands and a bucket .
_t4 		aft(er) oh+my+goodness . 
_t4 		Glenmae is standing on a boat I mean  Glenmae is standing on the goat . 
_t4 		Glenmae .
_t4 		yes yes look Geraldine standing on the goat and then on the next page the goat has a bucket on her back .
_t4 		a what of wool ? 
_t4 		a pail of wool yeah it's a pail of wool . 
_t4 		pail or you know .
_t4 		she's hanging up the white wool that's right . 
_t4 		those are pails or buckets you can call them either a pail or a bucket . 
_t4 		okay we can call them a pail .
_t4 		or you can call them a bucket .
_t4 		oh hey what is Glenmae is wearing on her head now ? 
_t4 		that's right she's making yarn out of the wool she's spinning . 
_t4 		that's called spinning the wool .
_t4 		she's using her finger to make yarn .
_t4 		oh you want but look what the goat is doing there . 
_t4 		she's biting the yarn and taking it away from Glenmae .
_t4 		oh looks like Glenmae has a list in this picture . 
_t4 		that's a list . 
_t4 		what is Geraldine doing in this picture . 
_t4 		I think she is trying to tickle Glenmae she's sticking her nose up in the back of her shirt . 
_t4 		silly goat .
_t4 		and Glenmae is picking some leaves here in this picture . 
_t4 		uh+oh the goat is eating the flowers .
_t4 		and here's the goat lying on her back . 
_t4 		she's eating those plants that Glenmae collected that's right you know what there are two cardinal birds three cardinal birds outside right now .
_t4 		can you see the red birds the red cardinal birds . 
_t4 		there's two or three of them in the in the back yard now . 
_t4 		yeah . 
_t4 		I think they're going to look for seeds in this feeder maybe .
_t4 		another on the floor over there .
_t4 		tweety tweety tweety .
_t4 		bird feather . 
_t4 		tweet little birdy . 
_t4 		we still gonna read we still gonna read the book but I think you're finished eating this . 
_t4 		so what's that noise over there  .
_t4 		you wanna tell hey hey hey hey hey .
_t4 		hey weren't you snapped into that ? 
_t4 		you mean you didn't have your seat your belt on all this time sheesh . 
_t4 		xxx can Mommy clean your hands so you don't get the book messy please . 
_t4 		oh my god .
_t4 		come here little messy handed girl . 
_t4 		well you'll live . 
_t4 		there are so many birds there's the cardinal birds up there come sit up here . 
_t4 		yeah you can just call them a cardinal you know . 
_t4 		cardinals . 
_t4 		you're sitting on the stool doing what ? 
_t4 		very closely .
_t4 		oh you want me to spin you  . 
_t4 		okay  let's get your mouth chin and cheeks here . 
_t4 		mouth chin and cheeks mouth chin and cheeks . 
_t4 		oh dear you wanna spin again . 
_t4 		ready to spin . 
_t4 		xxx wow . 
_t4 		alright down we go .
_t4 		down we go . 
_t4 		oh she's using a measuring tape to measure the goat's wool .
_t4 		I think .
_t4 		oh she's helping the goat to see the rug .
_t4 		yap [: yes] she's holding up one end of it . 
_t4 		so that she can see it . 
_t4 		please don't climb up on it okay . 
_t4 		she's holding up the wool yeah . 
_t4 		she's measuring the goat's wool . 
_t4 		measuring . 
_t4 		and what's she using special tool to look at the goat there ? 
_t4 		what kind of a tool is that remember what I said that was ? 
_t4 		a magnifying glass . 
_t4 		she's showing the goat the rug that she made . 
_t4 		Geraldine is looking at the rug that's made out of her wool .
_t4 		she's using a tool called a magnifying glass and . 
_t4 		ah .
_t4 		wow  the microphone the microphone the microphone fell off of her shirt . 
_t4 		the microphone fell off of your shirt . 
_t4 		and everything is falling off everything . 
_t4 		dear me . 
_t4 		tool called yeah she has a tool called a +...
_t4 		is a magnifying glass . 
_t4 		oh you're jumping around a lot .
_t4 		yes .
_t4 		let's see if we can take the camera with us into the other room . 
_t4 		the tool's [: tool is] called a magnifying glass . 
_t4 		should we bring this in the other room and look at it ?
_t4 		magnifying glass .
_t4 		who's in that book ? 
_t4 		who's in that book ? 
_t4 		she's using a tool called a . 
_t4 		what's it called ? 
_t4 		what's it called ? 
_t4 		I see that you're putting the book on your head . 
_t4 		oh .
_t4 		a magnifying glass . 
_t4 		let's bring it over here and read over here okay .
_t4 		she's using she's using a measuring tape a measuring tape .
_t4 		it's called a magnifying glass . 
_t4 		you like that name .
_t4 		can I fix this wire that's dangling over here .
_t4 		oh she's wrapping around the wool  .
_t4 		I don't want you go down on your belly I want you to sit down on your bottom . 
_t4 		sit on your bottom please . 
_t4 		thank you . 
_t4 		what's Glenmae using ? 
_t4 		called what no not on your belly please . 
_t4 		not on your belly .
_t4 		I know but I don't want you to go on tummy I want you to sit on your bottom . 
_t4 		Mommy and Daddy decided you need to go on your bottom . 
_t4 		sit .
_t4 		a tool called a magnifying glass . 
_t4 		are you being careful ?
_t4 		oh and you need a tissue let's come down for a minute . 
_t4 		come down here for a minute . 
_t4 		oh let's go find a box of tissues . 
_t4 		you come with Mommy ? 
_t4 		come on over here .
_t4 		here's the tissues . 
_t4 		called what ?
_t4 		a tool called what ? 
_t4 		a tool called what ? 
_t4 		you want me to tell you what's called ? 
_t4 		you know what's called . 
_t4 		what book is this you have ? 
_t4 		this is the funny part  . 
_t4 		who else is there ? 
_t4 		mmmm . 
_t4 		who else is there Naima ? 
_t4 		who else is there ? 
_t4 		Curly Shirley . 
_t4 		where's she ? 
_t4 		the space cadet is there and Curly Shirley has a hair brush because Ruby is  combing her hair . 
_t4 		in fact Ruby has a comb and the brush for Curly Shirley . 
_t4 		there's a black .
_t4 		she is brushing it with a blue brush and she has a black comb also .
_t4 		yep [: yes] . 
_t4 		xxx .
_t4 		what happens next ?
_t4 		in that book .
_t4 		you need to turn the page . 
_t4 		oh I think we skipped something . 
_t4 		who's there ?
_t4 		okay .
_t4 		Ruby put all the guests in their chairs one two three four five six seven stuffed guests Max said Ruby . 
_t4 		Ruby went to get where's your microphone  that's a weird for it place to be . 
_t4 		okay let me take this off for a minute . 
_t4 		oh who's the empty chair for .
_t4 		that's a very good question .
_t4 		you think it's for the space cadet maybe ?
_t4 		space cadet . 
_t4 		hey what's Max doing in that picture ? 
_t4 		Max took the crown and wig off Rapunzel and put them on his spider  . 
_t4 		Ruby filled the favor baskets with kisses she did not notice the spider . 
_t4 		that's funny Max said Ruby all the guests are in their +...
_t4 		seats but there only two chairs are left for Grandma you and me .
_t4 		xxx Mad Max fetched his . 
_t4 		can't sit up slug . 
_t4 		slug .
_t4 		xxx then he sat the slug in the tooth fairy's seat and moved the tooth fairy to another seat . 
_t4 		oh dear . 
_t4 		that Max .
_t4 		looks like he's lifting the slug in the chair . 
_t4 		is he carrying that slug in the chair ? 
_t4 		yeah . 
_t4 		yeah I think you're right .
_t4 		what happens next ? 
_t4 		sun hat and veil  then he put the space cadet into . 
_t4 		Grandma's seat  dear . 
_t4 		Max and Ruby are talking in that picture right . 
_t4 		how many people at this table Max said Ruby one three two said Max there're ten guests now said Ruby suddenly . 
_t4 		Max introduced grandma to the jelly ball shooter spider and the ear splitter space . 
_t4 		cadet . 
_t4 		they can't sit up slug did what ? 
_t4 		slugged in his chair . 
_t4 		I have just discovered three uninvited guests said Ruby .
_t4 		what's Grandma have . 
_t4 		what's she carrying ? 
_t4 		mmmm+hmmm is that a purse ? 
_t4 		what else what's she wearing on her head ? 
_t4 		what's the hat have on it ? 
_t4 		xxx she has a hat with berries on it . 
_t4 		I wonder if it's raining she's carrying an umbrella . 
_t4 		you think is raining outside ? 
_t4 		Grandma made sure that the uninvited quests had all their snappers and their candy kisses and their favorite flavors of ice+cream . 
_t4 		what a nice grandma . 
_t4 		here's Curly Shirley . 
_t4 		curly girly .
