_d4491 		oh there's that siren noise . 
_d4565 		mmmm . 
_d4565 		it's not really eating music , is it ? 
_d4565 		I think she's distracted , you're distracted .
_d4565 		that's not eating music ! 
_d4565 		mmmm . 
_d4565 		xxx  . 
_d4565 		are you sure you don't want a little +//?
_d4565 		she's going downstairs to get herself something , you want some more egg yolk ?
_d4565 		okay . 
_d4565 		how about boats , you want some more boats ? 
_d4565 		how bout [: about] +... 
_d4565 		this ? 
_d4565 		what can I get you ? 
_d4565 		you want some rice ? 
_d4565 		I don't really know where Daddy is . 
_d4565 		he might be taking a shower +... 
_d4565 		I'm not really sure . 
_d4565 		would you like some beans and rice ? 
_d4565 		no .
_d4565 		what ? 
_d4565 		girls do not eat rocks . 
_d4565 		uh huh , yeah . 
_d4565 		they do not eat Naima . 
_d4565 		they do not eat +//.
_d4565 		well , they do eat acorns , actually . 
_d4565 		they do not eat rocks . 
_d4565 		they do not eat big rocks . 
_d4565 		they do not eat little rocks . 
_d4565 		they do not eat any kind of rocks , they do not eat them with a house , they will not eat them with a mouse . 
_d4565 		yeah , Sam I Am says that , that's right . 
_d4565 		yes , that was Daddy coughing , I heard that too . 
_d4565 		you wanna clean your hands off , are you finished eating ? 
_d4565 		here , let Mommy clean up  , I'm gonna clean off your hands .
_d4565 		that's a very silly word . 
_d4565 		that puzzle has +...
_d4565 		a trapezoid and a pentagon and some other shapes too . 
_d4565 		yes , a triangle . 
_d4566 		trapegoid ? 
_d4566 		there's a squirrel there +//?
_d4566 		oh , outside ? 
_d4566 		there's nustrefata alikan again . 
_d4566 		singing a song . 
_d4566 		he is a guy . 
_d4566 		yep [: yes] , he sings . 
_d4566 		yeah , Grandma's drinking water . 
_d4566 		Grandma got water to drink . 
_d4567 		tentagon . 
_d4567 		triangle bengle . 
_d4567 		what about a circle ? 
_d4567 		is there a circle in that puzzle ? 
_d4567 		is there a circle ?
_d4567 		oh . 
_d4567 		that's the triangle .
_d4567 		there's pizza under that triangle . 
_d4567 		can I take that for a second ? 
_d4567 		gimme [: give me] your hand , please . 
_d4567 		nurse , is it time to nurse already ? 
_d4567 		you haven't made that joke for a while .
_d4568 		see you later , crocodile ? 
_d4568 		oh , Mommy and Daddy went to eat out last night . 
_d4568 		yes . 
_d4568 		that's right . 
_d4568 		and you stayed with Grandma . 
_d4568 		we played  last night . 
_d4568 		did you play a lot ?
_d4568 		oh . 
_d4568 		what was that ? 
_d4568 		twigs ? 
_d4568 		twigs .
_d4568 		yesterday we  the twigs out in the back . 
_d4568 		mmmm . 
_d4568 		xxx . 
_d4568 		a squirrel , there goes a squirrel . 
_d4568 		he's playing . 
_d4569 		she's right there , what's she doing there ? 
_d4569 		tractors mowing , yeah . 
_d4569 		horses can walk . 
_d4569 		xxx they can walk or they can run . 
_d4569 		the baby horses take a couple of days to walk . 
_d4569 		pride . 
_d4569 		the baby horse's name was pride . 
_d4569 		do you wanna come look at that book some more ? 
_d4569 		want me to find the tractor ?
_d4569 		xxx .
_d4570 		tractor . 
_d4570 		xxx the tractor . 
_d4570 		there's the tractor . 
_d4570 		and the horses running away . 
_d4570 		I think they're scared , aren't they ? 
_d4570 		horses don't like loud noises . 
_d4570 		he's mowing the grass .
_d4570 		all of a sudden the mowing machine goes by , it makes a great racket . 
_d4570 		farm+worker is cutting the leaves  the fence . 
_d4570 		at first , the loud noise frightens pride and her playmates . 
_d4570 		away they run , they are not quite sure what it is . 
_d4570 		the strange noise frightens them , they race across the  , their tails stick out straight behind them . 
_d4570 		see their tails ? 
_d4570 		stick out straight .
_d4570 		they are running , he's mowing the grass . 
_d4570 		Mom , what can I get you for breakfast ? 
_d4570 		oh I don't know  +...
_d4570 		if there's some toast , I'll just have some toast . 
_d4570 		okay . 
_d4570 		that's a tractor . 
_d4570 		he's mowing the grass . 
_d4570 		the horses are running away . 
_d4570 		yeah , it has wheels . 
_d4570 		it has wheels . 
_d4570 		there . 
_d4570 		would you like to sit on Grandma's lap ?
_d4570 		and  the book ?
_d4570 		hmmm . 
_d4570 		would you like to look +//?
_d4570 		sit on my lap ?
_d4570 		is it still going ,  . 
_d4570 		it's still going , but that's all+right .
_d4570 		he's mowing ? 
_d4570 		oh , I think you need to sit on Grandma's lap to see the picture of the tractor . 
_d4570 		yeah , if you sit over here +... 
_d4570 		okay . 
_d4570 		look at the baby . 
_d4570 		it's called a colt . 
_d4570 		so that's a  +//. 
_d4570 		sunset ? 
_d4570 		I don't understand that . 
_d4570 		oh , because colts nurse at sunset in the nursing book . 
_d4570 		oh ,  . 
_d4570 		okay . 
_d4570 		xxx he's riding the horse . 
_d4570 		and yeah , there are many saddle horses on this farm . 
_d4570 		they eat grass , what is that , that baby doing ? 
_d4570 		yeah , mother horse and pride , her baby daughter .
_d4570 		pride was born on the early +... 
_d4570 		yeah , horse . 
_d4570 		horse+tail .
_d4570 		what is the baby doing ? 
_d4570 		what is he doing ? 
_d4570 		he's backwards ?
_d4570 		she's drinking her mother's milk . 
_d4570 		she's nursing . 
_d4570 		oh , it's sunset , right ? 
_d4570 		right ?
_d4570 		okay , hold on a second ,  .
_d4570 		okay .
_d4570 		and I'll sit here . 
_d4570 		xxx let's see +... 
_d4570 		okay , so this second session , what's today  , is today the tenth ? 
_d4570 		I lost track , I think so . 
_d4570 		I think today's the tenth .
_d4570 		so when +...
_d4570 		the first taping session was on the eighth . 
_d4570 		and the second one was on +//. 
_d4571 		the leaves are turning colors ,  . 
_d4571 		that's what happens when it's fall . 
_d4571 		this is fall . 
_d4571 		winter's coming next . 
_d4571 		and we know what happens when winter comes . 
_d4571 		what's gonna happen ? 
_d4571 		what are we gonna have ? 
_d4571 		we're gonna have sno:w . 
_d4571 		nothing's gonna change my world . 
_d4571 		nothing's gonna change my world . 
_d4571 		nothing's gonna change my world . 
_d4571 		nothing's gonna change my world , ooh  . 
_d4571 		ah . 
_d4571 		birdies , yeah . 
_d4571 		xxx .
_d4571 		hmmm . 
_d4571 		are you finished with the cheese ? 
_d4571 		you have a nice big bucket . 
_d4571 		that's a big bucket isn't it ? 
_d4571 		that is one big bucket . 
_d4571 		okay , I'm gonna put this in here . 
_d4571 		xxx ? 
_d4571 		xxx . 
_d4572 		oh  ,  ,  huh . 
_d4572 		cousin  ? 
_d4572 		hi cousin  . 
_d4572 		did you play bubbles with  when you saw her ?
_d4572 		did you play with the bubbles , did she blow some bubbles for you ? 
_d4572 		I bet she did . 
_d4572 		yeah ?
_d4572 		more cheese , okay . 
_d4572 		cheesy , cheesy baby . 
_d4572 		you're such a cheesy baby . 
_d4572 		yeah . 
_d4572 		you're a cheesy baby .
_d4572 		a big piece of cheese , is that a big piece of cheese ? 
_d4572 		Mommy's gonna clean up the tray now . 
_d4572 		up , you wanna get up ? 
_d4572 		does that mean you're done ? 
_d4572 		done with the cheese and everything ?
_d4572 		yes I made a noise . 
_d4572 		I did , I did . 
_d4572 		noisy Mommy . 
_d4572 		Mommy's a noisy Mommy . 
_d4572 		are you spitting out the cheese ? 
_d4572 		oh +... 
_d4572 		okay . 
_d4572 		okay . 
_d4572 		ready to play now ?
_d4572 		are you ready to play: ? 
_d4572 		are you chewing on your toes ? 
_d4572 		are they good  ,  . 
_d4572 		let's get that cheese off of your chin +... 
_d4572 		why are you eating your toes ? 
_d4572 		are they good ? 
_d4572 		are those delicious toes ? 
_d4572 		hmmm , I think my baby has delicious toes . 
_d4572 		okay . 
_d4572 		time to clean you a little bit more . 
_d4572 		did you see an ant ? 
_d4572 		did you see an ant ? 
_d4572 		home ,  the ant went home ? 
_d4572 		oh . 
_d4572 		the ant went home to her house ? 
_d4572 		mouse , house I said , house . 
_d4572 		this is a very dirty strap here . 
_d4572 		oh squeak , yes mice say squeak . 
_d4572 		mice say squeak and +... 
_d4572 		and cows say +... 
_d4572 		yes +... 
_d4572 		and ships [: sheep] , sheep say +... 
_d4572 		and three little pigs go +... 
_d4572 		yeah . 
_d4572 		yeah , the camera's still on , that's right . 
_d4572 		it's not making a beeping noise , though . 
_d4572 		oh it is , it's flashing ! 
_d4572 		boy . 
_d4572 		that light is flashing on and off , just like a truck  goes . 
_d4572 		when it's backing up , boy +... 
_d4572 		that's a great analogy .
_d4572 		I ever thought of that .
_d4572 		bubaly ,  ,  ,  ,  ! 
_d4572 		are you ready to get out ? 
_d4572 		let's get the train . 
_d4572 		and the water . 
_d4572 		and put it here . 
_d4572 		whoa , okay .
_d4572 		let's hope that worked . 
