_d4726 		what would you like ? 
_d4844 		um: I'm trying to remember . 
_d4844 		the kitty+cat song .
_d4844 		&u:h . 
_d4844 		do you like that song ? 
_d4844 		you do ?
_d4844 		huh . 
_d4844 		I thought you didn't like it . 
_d4844 		yes what ? 
_d4844 		yes you like it or yes you don't like it ?
_d4844 		yeah  .
_d4844 		uh and then there's the goodbye song . 
_d4844 		that might be it . 
_d4844 		xxx .
_d4844 		speaking of which do you want some of the scrumptious cookies that Mommy made the other day ? 
_d4844 		they're called Mommy's scrumptious cookies .
_d4844 		actually they're called grano:la cookies . 
_d4844 		you like those ?
_d4844 		let's see here . 
_d4844 		I need to cut it cause [: because] they're kinda [: kind of] hard . 
_d4844 		are you done with your plate ? 
_d4844 		should I take away that food or are you still eating it ?
_d4844 		yeah what ?
_d4844 		yeah you're done or yeah you're still eating ?
_d4844 		okay . 
_d4844 		an' [: and] here's the cookies . 
_d4844 		you gotta chew those a lot , though .
_d4844 		I could make them soggy . 
_d4844 		you want soggy cookies ?
_d4844 		you want some soy yogurt ? 
_d4844 		you want some baby yogurt ?
_d4844 		kay [: okay] , should I take this away ?
_d4844 		xxx you still eating it ?
_d4845 		you want baby yogurt ? 
_d4845 		here's the cookie . 
_d4845 		xxx a cookie there . 
_d4845 		no ?
_d4845 		no .
_d4845 		no . 
_d4845 		no .
_d4845 		no .
_d4845 		no .
_d4845 		no .
_d4845 		no .
_d4845 		no .
_d4845 		xxx there's lots you don't like .
_d4845 		xxx .
_d4845 		you mean what food don't you like or what songs don't you like ? 
_d4845 		food or songs ?
_d4845 		and you mean  what  does Naima not like , right ?
_d4845 		oh , what music don't you like ?
_d4845 		um: .
_d4846 		I'm getting you yogurt  . 
_d4846 		xxx .
_d4846 		uh . 
_d4846 		hmmm . 
_d4846 		what music don't you like ? 
_d4846 		you don't like lullabies very much . 
_d4846 		I don't think so .
_d4846 		you don't want this one ?
_d4846 		
_d4846 		it's strawberry flavored . 
_d4846 		just try it . 
_d4846 		
_d4847 		is there a picture of strawberries on that ? 
_d4847 		no , there isn't . 
_d4847 		you're looking at it . 
_d4847 		there isn't any strawberry on that container .
_d4847 		what do you need ? 
_d4847 		oh you mean the cakes , kamut cakes ?
_d4847 		okay .
_d4847 		you can dip it in the yogurt if you want . 
_d4847 		xxx there's a lot that you don't like .
_d4847 		well I can't think of anything right this minute . 
_d4847 		other thingamajings . 
_d4848 		thingamajings . 
_d4848 		xxx .
_d4848 		you like that word , don't you ?
_d4848 		whatchamacallits .
_d4848 		xxx .
_d4848 		whatchamacallits .
_d4848 		it's a perfectly good word .
_d4848 		do you want some fresh banana ? 
_d4848 		xxx you're saying hatchamacallits .
_d4848 		hatchamacallits ? 
_d4848 		I said whatchamacallits .
_d4848 		xxx .
_d4848 		you think I'm gonna read the wolf chicken stew .
_d4849 		okay . 
_d4849 		what . 
_d4849 		la la moon . 
_d4849 		what is .
_d4849 		take me to the la la moon that's the song I don't know .
_d4849 		oh I'm as a free little bird as I can be .
_d4849 		oh there's something about the moon in that isn't there ?
_d4849 		oh right here you do ?
_d4849 		hmmm you did yesterday . 
_d4849 		you done eating okay I'll take take this away from you . 
_d4849 		today is February twenty first it's Friday . 
_d4849 		and we just finished eating some delicious what did you eat for supper ? 
_d4849 		do you remember what did you just eat ? 
_d4849 		why should I tell you that Mom are you dumb . 
_d4849 		oh dear . 
_d4849 		okay let's get your face cleaned . 
_d4849 		what's cold .
_d4849 		what's cold the rag . 
_d4849 		yeah I know but we don't have_to use it for very long . 
_d4849 		what's wet ? 
_d4849 		the rag is wet .
_d4849 		yeah .
_d4849 		I never heard you say that .
_d4849 		but his spots are part of his body .
_d4850 		they're part of him aren't they ? 
_d4850 		hmmm those spots on him on the wall  . 
_d4850 		are you talking about the scratch ? 
_d4850 		because  you mean from rubbing him on the wall that scratch you made on the wall yeah .
_d4850 		well I really don't want you make another scratch like that . 
_d4850 		we have all those new books that you and  got out from the library . 
_d4850 		who was .
_d4850 		yeah we can find them . 
_d4850 		were there other children at the library today ? 
_d4850 		did you see .
_d4850 		just librarians . 
_d4850 		no kids ? 
_d4850 		no other children no babies there today ? 
_d4850 		just you and  and the librarians ? 
_d4850 		what a quiet day at the library . 
_d4850 		did you check out books ? 
_d4850 		yeah I think they are in the bag in the other room we can get them and look at them .
_d4851 		yeah they are at Mommy's desk . 
_d4851 		but they're still in a bag but just at Mommy's desk . 
_d4851 		yeah we'll get them . 
_d4851 		yes I can tell you really want to get them out . 
_d4851 		yeah .
_d4851 		do you wanna go to my desk and get them ? 
_d4851 		and bring them to Mommy . 
_d4851 		well .
_d4851 		oh the light of the moon      I think the light of the moon is what's in that song that you're thinking of the la la moon .
_d4851 		the light of the moon . 
_d4851 		where those back boys can't never bother me or something like that . 
_d4851 		xxx . 
_d4851 		I'm as a free little bird as I can be .
_d4851 		tweet tweet .
_d4851 		twee:t . 
_d4851 		twee:t . 
_d4851 		twee:t .
_d4851 		alright let get this what's that one called  .
_d4852 		okay let just let this on . 
_d4852 		the la la moon I'm not sure it's about a la la moon . 
_d4852 		take me home little birdy take me home . 
_d4852 		there's your koala bear . 
_d4852 		what're these books that you got ? 
_d4852 		let's see .
_d4852 		yeah the microphone is not in a great spot right now there that's a little better .
_d4853 		Amelia Bedelia . 
_d4853 		okay let see what this is all about . 
_d4853 		Amelia Bedelia said Mrs Rogers you have been here a long time . 
_d4853 		is that cat ?
_d4853 		oh+my+goodness what's this story . 
_d4853 		oh Mrs Rogers said Amelia Bedelia are you tired of me of course not said Mr Rogers . 
_d4853 		that's a I guess that's Amelia Bedelia .
_d4853 		she's gonna have a party . 
_d4853 		that is Mr and Mrs Rogers . 
_d4853 		is that bothering you ? 
_d4853 		here you go . 
_d4853 		that is somebody that is Amelia Bedelia's momma . 
_d4853 		her name is Ame(lia) Amelia Bedelia . 
_d4853 		those are her friends . 
_d4853 		that's  . 
_d4853 		that's a dog .
_d4853 		yeah that's a kitty .
_d4853 		what other books did you get that doesn't that book doesn't look so great .
_d4854 		if you give a pig a pancake  . 
_d4854 		I've heard about this book . 
_d4854 		if you give a pig a pancake . 
_d4854 		xxx that pig is climbing in the kitchen door . 
_d4854 		about to eat a pancake . 
_d4854 		she wants some syrup to go with it .
_d4854 		I think that means maple syrup right . 
_d4854 		you'll give her some of your favorite maple syrup . 
_d4854 		she'll probably get all sticky . 
_d4854 		oh look at that little pig . 
_d4854 		she's all sticky . 
_d4854 		that's like when when you drink motrin or tylenol and it spills and it gets very sticky . 
_d4854 		it's so she wants to take a bath . 
_d4854 		ah because she's all sticky . 
_d4854 		she'll ask you for some bubbles . 
_d4854 		that pig wants to have a bath with bubbles . 
_d4854 		when you give her the bubbles she'll probably ask you for a toy . 
_d4854 		you'll have_to find your rubber duck . 
_d4854 		that girl is finding the rubber duck to give it to the pig who's taking a bath with bubbles in the bath tub . 
_d4854 		the duck will remind her of the farm where she was born she might feel homesick and want to visit her family she want you to come too she look through your closet for a suitcase . 
_d4854 		then she'll look under your bed when she's under the bed she'll find your old tap shoes . 
_d4854 		she'll try them on she'll probably need something special to wear them with that pig is making a mess . 
_d4854 		that pig is really making a mess .
_d4854 		when she's all dressed she'll ask for some music . 
_d4854 		you'll play your very best piano piece and she'll starts dancing .
_d4854 		then she wants you to take her pi(c)ture . 
_d4854 		otherwise known as a picture . 
_d4854 		look at that dancing pig . 
_d4854 		so you'll have_to get your camera . 
_d4854 		and she sees the picture she'll ask you to take more she wants to send one to each of her friends she wants all those photographs . 
_d4854 		you have_to give her some envelopes and stamps . 
_d4854 		on the way and take her to the mail box . 
_d4854 		oh they're going with a wheelbarrow full of mail to the mailbox . 
_d4854 		on the way she'll see a tree in your back yard she'll want to build a tree house  . 
_d4854 		a tree house is a house up in the trees . 
_d4854 		so you'll have_to .
_d4854 		get her some woods a hammer and nails .
_d4854 		there's a hammer and nails and there's lots_of wood here . 
_d4854 		when the tree house is finished . 
_d4854 		she want to decorate it look the pig built a tree house .
_d4854 		she'll ask for a wall paper and glue . 
_d4854 		when she hangs the wall paper she'll get all sticky . 
_d4854 		feeling sticky will remind her of your favorite maple syrup she'll probably ask for some . 
_d4854 		and chances are if she ask you for some syrup she'll want a pancake to go with it  . 
_d4854 		shh     that pig made a big mess she wanted all kinds of things .
_d4854 		yeah you gonna memorize this one .
_d4855 		there's the pig . 
_d4855 		she's just strolling by .
_d4855 		if you give a pig a pancake . 
_d4855 		here piggy . 
_d4855 		she wants some maple syrup to go with it . 
_d4855 		you'll give her some of your favorite maple syrup . 
_d4855 		she'll probably get . 
_d4855 		sticky . 
_d4855 		that pig is getting sticky with the syrup . 
_d4855 		what's gonna happen next . 
_d4855 		she want .
_d4855 		she want to take a .
_d4855 		yeah .
_d4855 		oh and what kind of bath does she want ? 
_d4855 		yes I think she wants the bubble bath .
_d4855 		and she wants something to play with what does she wanna [: want to] play with .
_d4855 		yes I think she wants the rubber ducky .
_d4855 		yeah she has one and she got a nice cozy blue towel .
_d4855 		yes . 
_d4855 		that duck is in the towel over there too . 
_d4855 		the pig is looking for some clothes I think making a mess throwing the clothes everywhere . 
_d4855 		she's dancing .
_d4855 		and she's making the chair go up in the air .
_d4855 		she wants to sit and nurse . 
_d4855 		who wants to nurse . 
_d4855 		that's the other book .
_d4855 		that's the Amelia Bedelia book . 
_d4855 		what else did you get here ?
_d4855 		hello toes hello feet . 
_d4855 		hey that looks like a good book . 
_d4855 		alright let's keep reading the pig book .
_d4855 		the chair is going up in the air .
_d4855 		that pig is dancing on a tight rope it looks like . 
_d4855 		ah standing on the sofa . 
_d4855 		yes she's holding a photograph . 
_d4855 		you have_to get her some envelopes and stamps . 
_d4856 		oh now she's gonna build a house . 
_d4856 		a tree house .
_d4856 		oh there she is she's in the tree house . 
_d4856 		what's that pig doing ? 
_d4856 		what's that pig doing ? 
_d4856 		looks like she's yelling doesn't it look like she's shouting . 
_d4856 		she wants to hear one book more  . 
_d4856 		like the dinosaur in the dinosaur book .
_d4856 		xxx that's very more true . 
_d4856 		I bet she does .
_d4856 		she's using some glue on a brush . 
_d4856 		and it's all sticky and it reminds her of the maple syrup . 
_d4856 		she wants paper and notes to glue together . 
_d4856 		what she gonna glue on the notes ?
_d4856 		ah she's gonna glue paint . 
_d4856 		may be she's gonna [: going to ] glue hearts on the notes like you did when you made valentines .
_d4856 		she's gonna to squeeze what's she gonna squeeze ? 
_d4856 		squeeze the glue  the bottle of glue .
_d4857 		she's gonna do what to her finger ? 
_d4857 		spray the glue with her finger . 
_d4857 		and she's gonna pad it after she's glued it so that will sticks .
_d4857 		just like you did when you made your valentines .
_d4857 		that pig is gonna make a heart . 
_d4857 		maybe her Mommy's gonna cut hearts out of paper to give them to her to glue on the notes  .
_d4857 		you gave a valentine to  today didn't you ? 
_d4857 		the pig is seems to be flying in the air in that picture the little girl is gonna to catch her . 
_d4857 		jump .
_d4857 		I think the pig is hugging that girl .
_d4857 		oh we did .
_d4858 		oh I think you're right . 
_d4858 		here's the last page . 
_d4858 		she wants a pancake to go with it . 
_d4858 		mmmm+hmmm .
_d4858 		hmmm what's happening in .
_d4858 		the little girl is leaping .
_d4858 		I think she's leaping . 
_d4858 		the pig seems to be dancing .
_d4858 		and the little girl is playing piano . 
_d4858 		she's jumping up the stairs .
_d4858 		oh she's gon(na) [: going to] she's gonna have a bath there .
_d4858 		what is what's going on there ? 
_d4858 		looks like there's a big mess I think that pig's making a mess . 
_d4858 		oh that's that book I don't like that book I don't get what this is about Amelia Bedelia  . 
_d4858 		ah Amelia Bedelia . 
_d4858 		Olly he's my nephew Olly is our catcher . 
_d4858 		what does he catch asked Mr Rogers . 
_d4858 		everything said Amelia Bedelia  I see it's puns .
_d4858 		ah: .
_d4858 		her name is Amelia Bedelia . 
_d4858 		and she has a cat . 
_d4858 		that's her friend . 
_d4858 		xxx yawn Mommy's yawning do you know how to yawn ? 
_d4858 		how do you yawn when you yawn ? 
_d4858 		Mommy .
_d4858 		no you don't wanna show me how you yawn .
_d4858 		well . 
_d4858 		did you have enough supper did you want more to eat ?
_d4858 		that's  . 
_d4858 		that's Olly .
_d4858 		his name is Olly . 
_d4858 		okay this is the stairway where's that pig anyway . 
_d4858 		oh there she is she's dressed in a sweater and a scarf and shoes .
_d4858 		she's gonna go somewhere you're probably right . 
_d4858 		now she's dancing and she's dancing so hard stumping that all the furniture is going up in the air . 
_d4858 		furniture means sofas and chairs and . 
_d4858 		tables and stuff like that .
_d4858 		she's sitting on the sofa . 
_d4858 		and she's having her picture taken . 
_d4858 		yeah she's stamping envelopes and then she's taking them to the post office in a what ? 
_d4858 		mmmm+hmmm .
_d4858 		yeah that's a pretty silly picture .
_d4859 		she's in the tree house but she's jumping out of the tree house that's a big tree house . 
_d4859 		that's a house that she built up on a tree . 
_d4859 		she's getting sticky .
_d4859 		she is getting sticky . 
_d4859 		pig . 
_d4859 		oh you think the little girl's gonna help to clean her up what's the little girl have in this picture ? 
_d4859 		what's she doing ?
_d4859 		looks like she's raking up all the letters . 
_d4859 		yeah . 
_d4859 		oh is that bothering you ? 
_d4859 		I think we can finish this for today . 
_d4859 		let's take off the microphone . 
_d4859 		Mommy's gonna take off the .
_d4859 		what's the pig doing ? 
_d4859 		that's a very silly pig if you ask me . 
_d4859 		what you saying ? 
_d4859 		what fell ? 
_d4859 		the door fell ?
_d4859 		what door ? 
_d4860 		probably we're going to read the goat and the rug book yes I I told you  porridge . 
_d4860 		I'm making porridge for my little baby bear cub .
_d4860 		you're my little baby bear cub I think that . 
_d4860 		the baby bear what ? 
_d4860 		what was the baby bear doing ? 
_d4860 		break the chair to bits oh+my+goodness .
_d4860 		that's what Goldilocks does . 
_d4860 		Goldilocks breaks the chair to bits .
_d4860 		oh dear . 
_d4860 		oh dear . 
_d4860 		alright the water is boiling for the .
_d4861 		you want the tray back on you have the tray on . 
_d4861 		I believe .
_d4861 		yes I'm gonna give you the bowl back . 
_d4861 		so that you can eat your delicious porridge .
_d4861 		yes I'm making the porridge I'm gonna put back on . 
_d4861 		it is hot yep [: yes] . 
_d4861 		hmmm . 
_d4861 		I'm going I'm going to cool it down .
_d4861 		today is February twenty+second .
_d4861 		the baby bear wants to fix the chair yes .
_d4861 		I think we're gonna mix this with some yogurt .
_d4861 		oh you want this bowl okay you can have the bunny rabbit bowl let me just put some yogurt in to make it cooler .
_d4861 		okay . 
_d4861 		mmmm porridge  . 
_d4861 		okay this is the last baby yogurt that we have . 
_d4861 		this is the last baby yogurt . 
_d4861 		baby yogurt and porridge    . 
_d4861 		it's a good combination .
_d4861 		xxx and this yogurt should've made it cool I'll taste it okay . 
_d4861 		I'm gonna check . 
_d4861 		that's a hundred scrumptious lumps of porridge is what it is . 
_d4861 		it's a hundred scrumptious lumps of porridge and there's a bird at the feeder . 
_d4861 		you're having breakfast with the bird . 
_d4861 		see  .
_d4861 		tweet .
_d4861 		tweet .
_d4862 		do you want to doink that with something ? 
_d4862 		with some wheat okay . 
_d4862 		where's the wheat . 
_d4862 		here's some wheat . 
_d4862 		xxx baby bear wants what ? 
_d4862 		you want a broken chair ?
_d4862 		oh with the hammer .
_d4863 		doink doink a  . 
_d4863 		what about with a screwdriver . 
_d4863 		with a hammer not a screwdriver . 
_d4863 		maybe you could fix it with a wrench . 
_d4863 		ah where you know where's your hammer I haven't seen it for a while .
_d4863 		that red hammer . 
_d4863 		how about a little more yogurt in here .
_d4863 		would that help ?
_d4863 		there there's more yogurt in there . 
_d4863 		oh dear okay . 
_d4863 		oh okay . 
_d4863 		um you have a green spoon and the yellow spoon . 
_d4863 		and here is a green plate and a yellow plate . 
_d4863 		we might have_to put more seeds on those bird feeders . 
_d4863 		you want plain yogurt in a bowl . 
_d4863 		will you eat this yogurt ? 
_d4863 		are you gonna mix that porridge ? 
_d4863 		oh there's the birds again . 
_d4863 		you have a runny nose let's get you a tissue . 
_d4863 		you've got two spoons and two bowls . 
_d4863 		but you only have one mouth right . 
_d4863 		there's only one mouth over there on you . 
_d4863 		one mouth two bowls two spoons . 
_d4863 		you have one mouth . 
_d4863 		you're eating wheat .
_d4863 		is it good ? 
_d4864 		oh I did say I'll read the goat and the rug didn't I okay . 
_d4864 		let's let's alright I'm looking for it where did it go .
_d4864 		here it is . 
_d4864 		you can see it alright .
_d4864 		oh okay I will sit in the chair right here and read it to you .
_d4864 		the pig book is going to go over there . 
_d4864 		here's goat and the rug . 
_d4864 		who do we see in that picture ?
_d4864 		Glenmae and the goat .
_d4864 		and what's the goat's name ? 
_d4864 		what's what's the goat's name ?
_d4865 		Geraldine . 
_d4865 		mmmm my name is Geraldine look there she is wearing her bell . 
_d4865 		wearing her bell and she's who does she have next to her ? 
_d4865 		oh sorry . 
_d4865 		who does she have next to her ? 
_d4865 		who's that person ?
_d4865 		Glenmae is over there . 
_d4865 		Glenmae is wearing something around her neck . 
_d4865 		do you know what it is ? 
_d4865 		she's wearing a necklace . 
_d4865 		they all have necklaces well the goat is wearing a bell around her neck Glenmae is wearing a necklace around her neck . 
_d4865 		mmmm+hmmm .
_d4865 		oh what's Glenmae doing here . 
_d4865 		she's carrying Geraldine he's a big goat she must be heavy don't you think ? 
_d4865 		she must be heavy .
_d4865 		she's watching her because she's little  . 
_d4865 		what's she watching her do ? 
_d4865 		she's sharpening her scissors . 
_d4865 		on a machine . 
_d4865 		oh there's a gold finch at the bird feeder see the yellow bird . 
_d4865 		oh they ran away  they ran away . 
_d4865 		yes I'm sorry they did fly away .
_d4865 		they did fly away . 
_d4865 		yeah and I see some at the .
_d4865 		they  eating yes yes I think you're right eating insects on a tree .
_d4865 		there are lot of birds this morning .
_d4866 		the birds are eating insects ? 
_d4866 		these birds are eating our seeds . 
_d4866 		there's the gold finch again see it's yellow . 
_d4866 		see the yellow bird . 
_d4866 		it's black and yellow it's called the gold finch .
_d4866 		and that's the chickadee . 
_d4866 		oops .
_d4866 		are you finished eating ? 
_d4866 		because I will .
_d4866 		okay . 
_d4866 		oh .
_d4866 		that goat is naked in that picture .
_d4866 		because .
_d4866 		why doesn't she have her wool what did Glenmae do ? 
_d4866 		yes Glenmae cut her wool that's right that's what she's doing in this picture she's using her scissors to cut the wool and she's up side down isn't she ? 
_d4866 		that goat is upside down getting her wool cut .
_d4866 		like a hair cut . 
_d4866 		except it's a wool cut .
_d4866 		xxx getting a wool cut .
_d4866 		oh the first thing Glenmae did was chop up roots from my yucca plant . 
_d4866 		the roots made a soapy rich lather with when she mixed with water . 
_d4867 		that's a mallet it's a little bit like what you use to play drum . 
_d4867 		it looks a little bit like a drum stick or a mallet . 
_d4867 		did we use a mallet yesterday ? 
_d4867 		yeah (re)member those drums they were lollipop drums . 
_d4867 		in the music class . 
_d4867 		we hit the drums with the sticks     . 
_d4867 		there's some interesting bird over there in the tree .
_d4867 		what kind of a bird is that ?
_d4868 		see that bird over there ? 
_d4868 		see that green tree ? 
_d4868 		there's a bird in the tree . 
_d4868 		yeah . 
_d4868 		I don't know what kind of a bird .
_d4868 		I can see it very well cause I don't have my glasses on . 
_d4868 		hmmm it's hiding in the tree I think . 
_d4868 		yeah there it is . 
_d4868 		that is a  . 
_d4868 		hah it's just hopping around hop hop hop . 
_d4868 		there it went to the other tree .
_d4868 		oh it's hiding in the other tree . 
_d4868 		shall well shall we keep reading the book .
_d4868 		really . 
_d4868 		let me see . 
_d4868 		xxx yes you're right way over there .
_d4868 		that was a cardinal bird .
_d4868 		yeah the cardinal .
_d4868 		xxx there are so many birds today . 
_d4868 		you think another big bird wants to go in a little tree ah: . 
_d4868 		next to that big tree . 
_d4868 		hmmm I don't see that bird it might still be in there  . 
_d4868 		it's going to peak peak birdy .
_d4868 		he wants to go on the little birdy feather .
_d4868 		I think you're done eating aren't you ?
_d4869 		we can still read the book even if you're done eating . 
_d4869 		alright . 
_d4869 		she washed my wool in the suds until it was clean and white .
_d4869 		hey your other tooth came down .
_d4869 		hey look at those beautiful nothing there yet . 
_d4869 		not  that one came through . 
_d4869 		and there's that one come down even more . 
_d4869 		yeah you have some new teeth don't you . 
_d4869 		where are your new teeth ? 
_d4869 		yeah you know where they are huh right there . 
_d4869 		yeah .
_d4869 		that's it that's right that's where it is . 
_d4869 		that's the n(ew) that's the new one .
_d4869 		all+right I'm sorry let's read the book .
_d4869 		what's the what's Geraldine have in her mouth here ? 
_d4869 		she's carrying a watering can I think she's helping Glenmae by bringing the water .
_d4869 		because Glenmae is trying to wash the wool now .
_d4869 		she's washing it with her hands and a bucket .
_d4869 		aft(er) oh+my+goodness . 
_d4869 		Glenmae is standing on a boat I mean  Glenmae is standing on the goat . 
_d4869 		Glenmae .
_d4869 		yes yes look Geraldine standing on the goat and then on the next page the goat has a bucket on her back .
_d4870 		a what of wool ? 
_d4870 		a pail of wool yeah it's a pail of wool . 
_d4870 		pail or you know .
_d4870 		she's hanging up the white wool that's right . 
_d4870 		those are pails or buckets you can call them either a pail or a bucket . 
_d4870 		okay we can call them a pail .
_d4870 		or you can call them a bucket .
_d4870 		oh hey what is Glenmae is wearing on her head now ? 
_d4871 		that's right she's making yarn out of the wool she's spinning . 
_d4871 		that's called spinning the wool .
_d4871 		she's using her finger to make yarn .
_d4871 		oh you want but look what the goat is doing there . 
_d4871 		she's biting the yarn and taking it away from Glenmae .
_d4871 		oh looks like Glenmae has a list in this picture . 
_d4871 		that's a list . 
_d4871 		what is Geraldine doing in this picture . 
_d4871 		I think she is trying to tickle Glenmae she's sticking her nose up in the back of her shirt . 
_d4871 		silly goat .
_d4871 		and Glenmae is picking some leaves here in this picture . 
_d4871 		uh+oh the goat is eating the flowers .
_d4871 		and here's the goat lying on her back . 
_d4871 		she's eating those plants that Glenmae collected that's right you know what there are two cardinal birds three cardinal birds outside right now .
_d4872 		can you see the red birds the red cardinal birds . 
_d4872 		there's two or three of them in the in the back yard now . 
_d4872 		yeah . 
_d4872 		I think they're going to look for seeds in this feeder maybe .
_d4872 		another on the floor over there .
_d4872 		tweety tweety tweety .
_d4872 		bird feather . 
_d4872 		tweet little birdy . 
_d4872 		we still gonna read we still gonna read the book but I think you're finished eating this . 
_d4872 		so what's that noise over there  .
_d4872 		you wanna tell hey hey hey hey hey .
_d4872 		hey weren't you snapped into that ? 
_d4872 		you mean you didn't have your seat your belt on all this time sheesh . 
_d4872 		xxx can Mommy clean your hands so you don't get the book messy please . 
_d4872 		oh my god .
_d4872 		come here little messy handed girl . 
_d4872 		well you'll live . 
_d4872 		there are so many birds there's the cardinal birds up there come sit up here . 
_d4872 		yeah you can just call them a cardinal you know . 
_d4872 		cardinals . 
_d4872 		you're sitting on the stool doing what ? 
_d4872 		very closely .
_d4873 		oh you want me to spin you  . 
_d4873 		okay  let's get your mouth chin and cheeks here . 
_d4873 		mouth chin and cheeks mouth chin and cheeks . 
_d4873 		oh dear you wanna spin again . 
_d4873 		ready to spin . 
_d4873 		xxx wow . 
_d4873 		alright down we go .
_d4873 		down we go . 
_d4873 		oh she's using a measuring tape to measure the goat's wool .
_d4873 		I think .
_d4873 		oh she's helping the goat to see the rug .
_d4873 		yap [: yes] she's holding up one end of it . 
_d4873 		so that she can see it . 
_d4873 		please don't climb up on it okay . 
_d4873 		she's holding up the wool yeah . 
_d4873 		she's measuring the goat's wool . 
_d4873 		measuring . 
_d4873 		and what's she using special tool to look at the goat there ? 
_d4873 		what kind of a tool is that remember what I said that was ? 
_d4873 		a magnifying glass . 
_d4874 		she's showing the goat the rug that she made . 
_d4874 		Geraldine is looking at the rug that's made out of her wool .
_d4874 		she's using a tool called a magnifying glass and . 
_d4874 		ah .
_d4874 		wow  the microphone the microphone the microphone fell off of her shirt . 
_d4874 		the microphone fell off of your shirt . 
_d4874 		and everything is falling off everything . 
_d4874 		dear me . 
_d4874 		tool called yeah she has a tool called a +...
_d4874 		is a magnifying glass . 
_d4874 		oh you're jumping around a lot .
_d4874 		yes .
_d4874 		let's see if we can take the camera with us into the other room . 
_d4874 		the tool's [: tool is] called a magnifying glass . 
_d4874 		should we bring this in the other room and look at it ?
_d4874 		magnifying glass .
_d4875 		who's in that book ? 
_d4875 		who's in that book ? 
_d4875 		she's using a tool called a . 
_d4875 		what's it called ? 
_d4875 		what's it called ? 
_d4875 		I see that you're putting the book on your head . 
_d4875 		oh .
_d4875 		a magnifying glass . 
_d4875 		let's bring it over here and read over here okay .
_d4875 		she's using she's using a measuring tape a measuring tape .
_d4875 		it's called a magnifying glass . 
_d4875 		you like that name .
_d4875 		can I fix this wire that's dangling over here .
_d4875 		oh she's wrapping around the wool  .
_d4876 		I don't want you go down on your belly I want you to sit down on your bottom . 
_d4876 		sit on your bottom please . 
_d4876 		thank you . 
_d4876 		what's Glenmae using ? 
_d4876 		called what no not on your belly please . 
_d4876 		not on your belly .
_d4876 		I know but I don't want you to go on tummy I want you to sit on your bottom . 
_d4876 		Mommy and Daddy decided you need to go on your bottom . 
_d4876 		sit .
_d4876 		a tool called a magnifying glass . 
_d4876 		are you being careful ?
_d4877 		oh and you need a tissue let's come down for a minute . 
_d4877 		come down here for a minute . 
_d4877 		oh let's go find a box of tissues . 
_d4877 		you come with Mommy ? 
_d4877 		come on over here .
_d4877 		here's the tissues . 
_d4877 		called what ?
_d4877 		a tool called what ? 
_d4877 		a tool called what ? 
_d4877 		you want me to tell you what's called ? 
_d4877 		you know what's called . 
_d4878 		what book is this you have ? 
_d4878 		this is the funny part  . 
_d4878 		who else is there ? 
_d4878 		mmmm . 
_d4878 		who else is there Naima ? 
_d4878 		who else is there ? 
_d4878 		Curly Shirley . 
_d4878 		where's she ? 
_d4878 		the space cadet is there and Curly Shirley has a hair brush because Ruby is  combing her hair . 
_d4878 		in fact Ruby has a comb and the brush for Curly Shirley . 
_d4878 		there's a black .
_d4878 		she is brushing it with a blue brush and she has a black comb also .
_d4878 		yep [: yes] . 
_d4878 		xxx .
_d4878 		what happens next ?
_d4878 		in that book .
_d4878 		you need to turn the page . 
_d4878 		oh I think we skipped something . 
_d4878 		who's there ?
_d4878 		okay .
_d4878 		Ruby put all the guests in their chairs one two three four five six seven stuffed guests Max said Ruby . 
_d4878 		Ruby went to get where's your microphone  that's a weird for it place to be . 
_d4878 		okay let me take this off for a minute . 
_d4878 		oh who's the empty chair for .
_d4878 		that's a very good question .
_d4878 		you think it's for the space cadet maybe ?
_d4879 		space cadet . 
_d4879 		hey what's Max doing in that picture ? 
_d4879 		Max took the crown and wig off Rapunzel and put them on his spider  . 
_d4879 		Ruby filled the favor baskets with kisses she did not notice the spider . 
_d4879 		that's funny Max said Ruby all the guests are in their +...
_d4879 		seats but there only two chairs are left for Grandma you and me .
_d4879 		xxx Mad Max fetched his . 
_d4879 		can't sit up slug . 
_d4879 		slug .
_d4879 		xxx then he sat the slug in the tooth fairy's seat and moved the tooth fairy to another seat . 
_d4879 		oh dear . 
_d4879 		that Max .
_d4879 		looks like he's lifting the slug in the chair . 
_d4879 		is he carrying that slug in the chair ? 
_d4879 		yeah . 
_d4879 		yeah I think you're right .
_d4879 		what happens next ? 
_d4879 		sun hat and veil  then he put the space cadet into . 
_d4879 		Grandma's seat  dear . 
_d4879 		Max and Ruby are talking in that picture right . 
_d4879 		how many people at this table Max said Ruby one three two said Max there're ten guests now said Ruby suddenly . 
_d4879 		Max introduced grandma to the jelly ball shooter spider and the ear splitter space . 
_d4879 		cadet . 
_d4879 		they can't sit up slug did what ? 
_d4879 		slugged in his chair . 
_d4879 		I have just discovered three uninvited guests said Ruby .
_d4879 		what's Grandma have . 
_d4879 		what's she carrying ? 
_d4879 		mmmm+hmmm is that a purse ? 
_d4879 		what else what's she wearing on her head ? 
_d4879 		what's the hat have on it ? 
_d4879 		xxx she has a hat with berries on it . 
_d4879 		I wonder if it's raining she's carrying an umbrella . 
_d4879 		you think is raining outside ? 
