_t4 		xxx okay let see , we in business ? 
_t4 		oh .
_t4 		what are you drawing ? 
_t4 		what are you making pictures of ? 
_t4 		
_t4 		you know what you could do with that , you can trace . 
_t4 		just like we traced our hands . 
_t4 		you could trace a circle around the sippy+cup . 
_t4 		look at that . 
_t4 		a circle , a circle . 
_t4 		and you know what , I have a sticker for you . 
_t4 		xxx .
_t4 		what is that ? 
_t4 		what's that sticker you have ? 
_t4 		what is that Naima ? 
_t4 		yeah it's a star . 
_t4 		you want another one okay . 
_t4 		how many do you have right now ? 
_t4 		kay [: okay] . 
_t4 		how's that ? 
_t4 		what do you need ?
_t4 		oh , but I'm wrapping it up for  for Christmas . 
_t4 		it's a Christmas present for her . 
_t4 		there's a mouse pad in it . 
_t4 		it's a mouse pad .
_t4 		give it back ? 
_t4 		I am gonna give it to her . 
_t4 		are you drawing still ?
_t4 		yeah . 
_t4 		give it to M(ommy) +//.
_t4 		well , I bought it at the store for her . 
_t4 		that's what Christmas is +... 
_t4 		partly about , is give +/.
_t4 		giving people presents , and +... 
_t4 		showing that you like people +...
_t4 		making people happy +...
_t4 		not for  ? 
_t4 		oh my gosh .
_t4 		for Naima +//.
_t4 		I've got so many interesting things down here , would you like some ribbons ? 
_t4 		what is +//.
_t4 		oh my gosh look at that ribbon . 
_t4 		look at all that ! 
_t4 		ribbon , ribbon ribbon ribbon . 
_t4 		oh , you have a bangle ? 
_t4 		that's a nice bangle . 
_t4 		xxx . 
_t4 		xxx . 
_t4 		xxx . 
_t4 		the ribbon's [: ribbon is] going on your no:se . 
_t4 		oh .
_t4 		cats like to play with ribbons , don't they . 
_t4 		cats like to play with ribbons . 
_t4 		telephone . 
_t4 		hello ? 
_t4 		hi . 
_t4 		correct . 
_t4 		yep [: yes] . 
_t4 		what's Naima doing ?
_t4 		what's Naima doing ? 
_t4 		this is a present for  .
_t4 		it's a calendar . 
_t4 		calendar: , not a cylinder a calendar . 
_t4 		sounds like cylinder though . 
_t4 		you're still missing the cylinder that belongs with your truck aren't you . 
_t4 		I think that is long gone . 
_t4 		the cylinder ? 
_t4 		oh calendar , this is a calendar , not a cylinder . 
_t4 		well I'm gonna give it to  . 
_t4 		I'm gonna give it to her , for Christmas . 
_t4 		xxx . 
_t4 		you have a lot of ribbons over there . 
_t4 		oh you wanna help Mommy on the floor , okay , I'll take you out of there . 
_t4 		you can help me clea:n up , clea:n up . 
_t4 		are you all clean up +//.
_t4 		cleaned up by the way ? 
_t4 		you've got a lot of crayons here . 
_t4 		let's put those away . 
_t4 		yep [: yes] . 
_t4 		and actually , I have something I need to do in +... 
_t4 		my office and +... 
_t4 		and , and Daddy's office , I have_to send him something +... 
_t4 		on the computer , and then I have_to print it out . 
_t4 		okay , you help me , okay . 
_t4 		you help me down here . 
_t4 		you know what , we need to find +...
_t4 		okay , we need to find your hair+clip . 
_t4 		oh you took all of your hair+bands out didn't you . 
_t4 		mmmm , you gonna help me with the ribbon ? 
_t4 		let's see , what do we need to do next . 
_t4 		mmmm , present for  . 
_t4 		I like giving people presents . 
_t4 		I think that's just paper folded up . 
_t4 		what's in there ? 
_t4 		you think so ? 
_t4 		you gonna unfold it ? 
_t4 		what's Naima doing ? 
_t4 		what did you find ? 
_t4 		did you find something there ? 
_t4 		you're getting your broom . 
_t4 		what's that ? 
_t4 		
_t4 		uh ,  you know what ? 
_t4 		that camera's actually not for babies . 
_t4 		it is for babies ? 
_t4 		I think it  grown+ups . 
_t4 		are you a sleepy girl ?
_t4 		I think somebody's slee:py: . 
_t4 		you're gonna look at the Christmas tree ? 
_t4 		mmmm .
_t4 		there's a person in a chair isn't there . 
_t4 		there's the Christmas tree: . 
_t4 		lots_of things are on it . 
_t4 		I see a mailbox +... 
_t4 		I see a shovel +... 
_t4 		where's the bicycle ? 
_t4 		can you point to the bicyc(le) +/.
_t4 		shov(el) +/.
_t4 		shovel: . 
_t4 		shovel shovel: . 
_t4 		
_t4 		that's a picture of Mommy and who else ? 
_t4 		Mommy , Naima , and Daddy .
_t4 		these are pictures , these are actually photographs . 
_t4 		pictures , you can also call them +...
_t4 		photographs . 
_t4 		you can call them pictures .
_t4 		you have it in your hand . 
_t4 		this one I'm writing on . 
_t4 		Grabby ? 
_t4 		is Grabby the mad , the mad person inside Naima's head ? 
_t4 		I think Grabby is the mad person +... 
_t4 		the mad Naima ? 
_t4 		is that +//.
_t4 		is that mad Naima's name , Grabby ? 
_t4 		I think so , I think  that's what that's +... 
_t4 		oh you mean this card ? 
_t4 		this is a picture . 
_t4 		that's a photograph , what you have in your hand is a photograph . 
_t4 		let me get something for you to have .
_t4 		would you like this ? 
_t4 		would you li:ke +... 
_t4 		this ? 
_t4 		o:h those pic(tures) +//.
_t4 		those photographs , okay let's see what's in there . 
_t4 		these are the photographs of New York , yea:h [: yes] , okay . 
_t4 		give you a few of those to look at that . 
_t4 		there . 
_t4 		and there's a butterfly: . 
_t4 		wow .
_t4 		how many do you have here ? 
_t4 		oh the phone is ringing .
_t4 		the phone is ringing I wonder who it is . 
_t4 		who do you think it is ? 
_t4 		but I'm right here . 
_t4 		let's go see who it is . 
_t4 		hello ? 
_t4 		hi Mom . 
_t4 		hold on . 
_t4 		hold on . 
_t4 		um , I'm a little rushed but it's not too bad , we're  +... 
_t4 		going shortly to +... 
_t4 		Boston because I'm gonna go see  in black nativity . 
_t4 		um , so we're just waiting for  to get home and I'm trying to do six things at once before we leave , but +... 
_t4 		well , good .
_t4 		well let me get a  different phone that'll be easier to talk to  . 
_t4 		um +... 
_t4 		xxx a second , hold on . 
_t4 		you know what , let me call you right back . 
_t4 		are you in a box ? 
_t4 		do you wanna talk to Grandma on the phone ? 
_t4 		but Grandma called to talk to you she said .
_t4 		she wants to talk to you . 
_t4 		xxx two  +... 
_t4 		hmmm . 
_t4 		hi . 
_t4 		hi . 
_t4 		xxx Naima ?
_t4 		hi Naima . 
_t4 		say hi to Grandma . 
_t4 		this is Grandma . 
_t4 		tell Grandma what you're doing right now . 
_t4 		what are you doing ? 
_t4 		she's in a box .
_t4 		you're in a box ? 
_t4 		she's sitting in a cardboard box . 
_t4 		what are you doing in the box ? 
_t4 		are you playing ? 
_t4 		what are you doing Naima ? 
_t4 		did you get a Christmas tree ?
_t4 		Naima ? 
_t4 		do you have a Christmas tree ? 
_t4 		there's a birdie birdie bird on it she says . 
_t4 		o:h , what else is on your tree ? 
_t4 		a little birdie birdie birdie .
_t4 		another little birdie bird . 
_t4 		and what else ? 
_t4 		a ball ,  lots_of balls are on it . 
_t4 		yeah , what else is on your tree ? 
_t4 		what else ? 
_t4 		did you hear that ?
_t4 		no , what ? 
_t4 		mailbox .
_t4 		oh the mailbox . 
_t4 		do you have  on the tree ? 
_t4 		what else ? 
_t4 		a shovel . 
_t4 		a shovel +... 
_t4 		let's go look , let's go look while we talk to her , and we can tell her everything that's on it . 
_t4 		
_t4 		no . 
_t4 		no .
_t4 		we decided that was a safety hazard . 
_t4 		yeah .
_t4 		what else is on  tree ?
_t4 		what else is on it ? 
_t4 		a koala . 
_t4 		oh .
_t4 		what does the koala say ?
_t4 		xxx .
_t4 		did you catch that ? 
_t4 		no .
_t4 		koala says I love Australia . 
_t4 		xxx ,  that's funny . 
_t4 		do you have presents under the tree ? 
_t4 		xxx .
_t4 		what's that ? 
_t4 		that's a  .
_t4 		xxx hanging  tree .
_t4 		what's this ? 
_t4 		xxx pine+cone ? 
_t4 		what's this ?
_t4 		you have a bicycle ? 
_t4 		and a fork . 
_t4 		yeah .
_t4 		you have a lot on your tree .
_t4 		yeah .
_t4 		and a knife . 
_t4 		yep [: yes] . 
_t4 		so are you (.) having a calm day Mother , or a +... 
_t4 		well +...
_t4 		busy day ? 
_t4 		xxx Christmas  ,  Christmas sweater +...
_t4 		I'm not cooking . 
_t4 		mmmm+hmmm .
_t4 		I'm cleaning  . 
_t4 		Naima can you leave that on ,  , okay . 
_t4 		yeah , so but you're staying home basically . 
_t4 		that's good . 
_t4 		uh +... 
_t4 		oh  . 
_t4 		they're down in Connecticut now ? 
_t4 		oh .
_t4 		oh and you're gonna come back to that , right , you're gonna go +/. 
_t4 		oh , gosh I forgot , yeah . 
_t4 		uhhuh . 
_t4 		is it gonna be out+patient or in+patient , yeah [: yes] ,  . 
_t4 		hmmm .
_t4 		yeah I was gonna ask you . 
_t4 		oh , really ?
_t4 		uhhuh .
_t4 		no .
_t4 		yeah .
_t4 		xxx crayons +/.
_t4 		yeah , exactly .
_t4 		you knew (.) the answer . 
_t4 		let me just get a little bit of soapy water +... 
_t4 		and we'll clean it right up . 
_t4 		Mommy's gonna erase it , remember we saw the +...
_t4 		chalk+board at the children's museum and we learned about erasing things ? 
_t4 		well this is a way of erasing things with soap and water . 
_t4 		like when you draw on [?] +/.
_t4 		what +//.
_t4 		were we gonna draw something on the paper just now ? 
_t4 		o:h .
_t4 		ooh , two crayons at once ! 
_t4 		two fisted drawing .
_t4 		can I use the brown one ?
_t4 		can I use the brown one to draw ashay ashay ? 
_t4 		all+right .
_t4 		okay .
_t4 		what letter's [: letter is] that ! 
_t4 		what letter do you think that is ? 
_t4 		right !
_t4 		and then I'm gonna make some shapes . 
_t4 		yeah .
_t4 		and then I'm gonna color them in +... 
_t4 		so that now there is a brown square +... 
_t4 		um , you know what , I'd rather have you draw right on the paper . 
_t4 		yeah , can you make a +... 
_t4 		blue circle ? 
_t4 		mmmm . 
_t4 		mmmm , Naima's drawing shapes too . 
_t4 		xxx I think I'll make a red +... 
_t4 		what's that ? 
_t4 		yes it's a triangle .
_t4 		it's a re:d triangl:e . 
_t4 		are you getting sleepy ?
_t4 		somebody wrote that , Mommy drew +//. 
_t4 		uh , draw on the paper only , remember ? 
_t4 		yea:h [: yes] , that's right . 
_t4 		what ? 
_t4 		eat , eat what ? 
_t4 		who eats crayons ?
_t4 		xxx crayons don't taste very good . 
_t4 		so now we have a red +//.
_t4 		yes , we draw with them , we have a red circle +... 
_t4 		we have a red triangle +... 
_t4 		a brown square , are there more crayons ? 
_t4 		let me get these .
_t4 		o:h , did you just hit your head on that table ?
_t4 		o:h .
_t4 		o:h .
_t4 		okay .
_t4 		okay .
_t4 		okay ,  that must've hurt . 
_t4 		yeah .
_t4 		I saw +... 
_t4 		yeah . 
_t4 		o:h . 
_t4 		o:h .
_t4 		okay .
_t4 		wanna nurse +/.
_t4 		no , arnica .
_t4 		you wanna nurse first and then put arnica on it ? 
_t4 		the edge of that table just came out from nowhere didn't it ? 
_t4 		that was a surprise . 
_t4 		xxx at the library . 
_t4 		we got the bear book out , yeah . 
_t4 		we returned it a couple of weeks ago and +... 
_t4 		today we got it out again . 
_t4 		checked it out . 
_t4 		xxx checked it out for us . 
_t4 		mmmm+hmmm . 
_t4 		where did you bump your head , I don't really see +...
_t4 		right now . 
_t4 		where did it hurt ? 
_t4 		I know , but where on your forehead is it hurting ? 
_t4 		can you show me ? 
_t4 		right there ? 
_t4 		up here it hurts ? 
_t4 		there , on your ear ? 
_t4 		xxx set [?] . 
_t4 		nursie some more ? 
_t4 		I know , you bumped yourself on the head . 
_t4 		are you gonna put something on , okay , let's get the arnica . 
_t4 		and put it on your head , sit up for a minute , I have_to go get it . 
_t4 		I think it's right here , I think it's right here .
_t4 		don't +//.
_t4 		don't worry . 
_t4 		um but I'm not sure where to put it , cause [: because] I don't know where you bumped yourself exactly . 
_t4 		let's look at Mommy for a second .
_t4 		o:h .
